"Volume 9,Issue 2",Discussion of “Strategic Financial Disclosure: Evidence from Labor Negotiations”,Version of Record online: 20 APR 2010,,NABIL ELIAS,,,University of Manitoba,,,,Contemporary Accounting Research
"Volume 9,Issue 2",Capacity Cost and Capacity Allocation,Version of Record online: 20 APR 2010,,STEPHEN C. HANSEN,ROBERT P. MAGEE,,Stanford University,,Northwestern University,,Contemporary Accounting Research
"Volume 9,Issue 2",Financial Ratios and Corporate Endurance: A Case of the Oil and Gas Industry,Version of Record online: 20 APR 2010,,KEVIN C.W. CHEN,CHI-WEN JEVONS LEE,,Rutgers University at New Brunswick,,Tulane University and Hong Kong University of Science and Technology,,Contemporary Accounting Research
"Volume 9,Issue 2",Discussion of “Capacity Cost and Capacity Allocation”,Version of Record online: 20 APR 2010,,JOHN S. HUGHES,,,University of Minnesota,,,,Contemporary Accounting Research
"Volume 9,Issue 2",An Examination of Auditors' Decisions to Use Internal Auditors as Assistants: The Effect of Inherent Risk,Version of Record online: 20 APR 2010,,MARIO J. MALETTA,,,Boston University,,,,Contemporary Accounting Research
"Volume 9,Issue 2",Communication in Multiperiod Agencies with Production and Financial Decisions,Version of Record online: 20 APR 2010,,PETER OVE CHRISTENSEN,GERALD A. FELTHAM,,Odense University,,University of British Columbia,,Contemporary Accounting Research
"Volume 9,Issue 2",Discussion of “Communication in Multiperiod Agencies with Production and Financial Decisions”,Version of Record online: 20 APR 2010,,STEVEN HUDDART,,,Stanford University,,,,Contemporary Accounting Research
"Volume 9,Issue 2",Cross-Sectional Dependence and the Use of Generalized Least Squares,Version of Record online: 20 APR 2010,,RAVI BHUSHAN,,,Massachusetts Institute of Technology,,,,Contemporary Accounting Research
"Volume 9,Issue 2",Factors Related to Auditor-Client Disagreements over Income-Increasing Accounting Methods,Version of Record online: 20 APR 2010,,MARK L. DeFOND,JAMES JIAMBALVO,,University of Southern California,,University of Washington,,Contemporary Accounting Research
"Volume 9,Issue 2",Discussion of “Financial Ratios and Corporate Endurance: A Case of the Oil and Gas Industry”,Version of Record online: 20 APR 2010,,A. RASHAD ABDEL-KHALIK,,,University of Florida,,,,Contemporary Accounting Research
volume_issue,article_name,publication_year,author4,author1,author2,author3,institute1,institute3,institute2,institute4,journal_name
"Volume 10,Issue 1",Determinants of the Choice of Accounting for Investments in Associated Companies,Version of Record online: 20 APR 2010,,VERONIQUE MAZAY,TREVOR WILKINS,IAN ZIMMER,Suncorp,University of Queensland,National University of Singapore,,Contemporary Accounting Research
"Volume 10,Issue 1",Discussion of “Noisy Accounting Earnings Signals and Earnings Response Coefficients: The Case of Foreign Currency Accounting”,Version of Record online: 20 APR 2010,,PAUL A. GRIFFIN,,,"University of California, Davis",,,,Contemporary Accounting Research
"Volume 10,Issue 1",An Experimental Investigation of Explanations for Outcome Effects on Appraisals of Capital-Budgeting Decisions,Version of Record online: 20 APR 2010,,CLIFTON E. BROWN,IRA SOLOMON,,University of Illinois at Urbana-Champaign,,University of Illinois at Urbana-Champaign,,Contemporary Accounting Research
"Volume 10,Issue 1",Discussion of “Noisy Accounting Earnings Signals and Earnings Response Coefficients: The Case of Foreign Currency Accounting”,Version of Record online: 20 APR 2010,,JENNIFER L. KAO,,,University of Waterloo,,,,Contemporary Accounting Research
"Volume 10,Issue 1",Comments on “An Experimental Investigation of Explanations for Outcome Effects on Appraisals of Capital-Budgeting Decisions”,Version of Record online: 20 APR 2010,,KARIM JAMAL,,,University of Alberta,,,,Contemporary Accounting Research
"Volume 10,Issue 1",Noisy Accounting Earnings Signals and Earnings Response Coefficients: The Case of Foreign Currency Accounting,Version of Record online: 20 APR 2010,,DANIEL W. COLLINS,WILLIAM K. SALATKA,,University of Iowa,,Wilfrid Laurier University,,Contemporary Accounting Research
"Volume 10,Issue 1","Firm Size, Security Returns, and Unexpected Earnings: The Anomalous Signed-Size Effect",Version of Record online: 20 APR 2010,,TERRY SHEVLIN,D. SHORES,,University of Washington,,University of Washington,,Contemporary Accounting Research
"Volume 10,Issue 1","Initial Public Offerings, Accounting Choices, and Earnings Management",Version of Record online: 20 APR 2010,,JOSEPH AHARONY,CHAN-JANE LIN,MARTIN P. LOEB,"Tel Aviv University, Israel University of California, Los Angeles",University of Maryland at College Park,National Taiwan University,,Contemporary Accounting Research
"Volume 10,Issue 1",On Combining Evidence from Subpopulations into a Composite Conclusion,Version of Record online: 20 APR 2010,,J. EFRIM BORITZ,PING ZHANG,STEVE ALDERSLEY,University of Waterloo,"Ernst & Young, Kitchener",University of Waterloo,,Contemporary Accounting Research
"Volume 10,Issue 1",Les modifications comptables délibérées entraînant la hausse des bénéfices,Version of Record online: 20 APR 2010,,PETER CHENG,DANIEL COULOMBE,,Purdue University,,Université Laval,,Contemporary Accounting Research
"Volume 10,Issue 1",Managerial Reputation and the Informativeness of Accounting and Market Measures of Performance,Version of Record online: 20 APR 2010,,W. BRUCE JOHNSON,S. MARK YOUNG,MICHAEL WELKER,University of Iowa,University of Saskatchewan,University of Southern California,,Contemporary Accounting Research
"Volume 10,Issue 1",Voluntary Income-Increasing Accounting Changes,Version of Record online: 20 APR 2010,,PETER CHENG,DANIEL COULOMBE,,Purdue University,,Université Laval,,Contemporary Accounting Research
"Volume 10,Issue 1",Management Compensation Surrounding an Accounting Change and Long-Term Construction Projects,Version of Record online: 20 APR 2010,,RAMACHANDRAN RAMANAN,BALA V. BALACHANDRAN,,University of Notre Dame,,Northwestern University,,Contemporary Accounting Research
"Volume 10,Issue 1",Managerial Efficiency: A Study of Management Buyouts,Version of Record online: 20 APR 2010,,KIRAN VERMA,,,University of Massachusetts-Boston,,,,Contemporary Accounting Research
"Volume 10,Issue 1",Auditors' Generation of Diagnostic Hypotheses in Response to a Superior's Suggestion: Interference Effects,Version of Record online: 20 APR 2010,,BRYAN K. CHURCH,ARNOLD SCHNEIDER,,Wilfrid Laurier University,,Emory University,,Contemporary Accounting Research
"Volume 10,Issue 1",Discussion of “Managerial Efficiency: A Study of Management Buyouts”,Version of Record online: 20 APR 2010,,HAIM FALK,,,Rutgers University-Camden,,,,Contemporary Accounting Research
volume_issue,article_name,publication_year,author4,author1,author2,author3,institute1,institute3,institute2,institute4,journal_name
"Volume 10,Issue 2",Discussion of “Market Microstructure: An Examination of the Effects on Intraday Event Studies”,Version of Record online: 20 APR 2010,,LAURA T. STARKS,,,The University of Texas at Austin,,,,Contemporary Accounting Research
"Volume 10,Issue 2",The “LIFO Reserve” and the Value of the Firm: Theory and Empirical Evidence,Version of Record online: 20 APR 2010,,DAVID A. GUENTHER,MARK A. TROMBLEY,,University of Connecticut,,University of Arizona,,Contemporary Accounting Research
"Volume 10,Issue 2",Experimental Evidence of Market Reactions to New Consumption Taxes,Version of Record online: 20 APR 2010,,STEVEN J. KACHELMEIER,STEPHEN T. LIMBERG,MICHAEL S. SCHADEWALD,University of Texas at Austin,University of Wisconsin—Milwaukee,University of Texas at Austin,,Contemporary Accounting Research
"Volume 10,Issue 2",The Determinants of Accounting Professors' Publishing Productivity—The Early Career,Version of Record online: 20 APR 2010,,CHERYL L. MARANTO,CAROLYN A. STREULY,,Marquette University,,Marquette University,,Contemporary Accounting Research
"Volume 10,Issue 2",A Reexamination of Auditor versus Model Accuracy within the Context of the Going-Concern Opinion Decision,Version of Record online: 20 APR 2010,,WILLIAM HOPWOOD,JAMES C. McKEOWN,JANE F. MUTCHLER,Florida Atlantic University,The Pennsylvania State University,The Pennsylvania State University,,Contemporary Accounting Research
"Volume 10,Issue 2",Corporate Tax Incentives for Conglomerate Mergers: Model Development and Empirical Evidence,Version of Record online: 20 APR 2010,,MICHAEL S. H. SHIH,,,University of Toronto,,,,Contemporary Accounting Research
"Volume 10,Issue 2",Using Experimental Economics to Resolve Accounting Dilemmas,Version of Record online: 20 APR 2010,,JOYCE E. BERG,,,University of Iowa,,,,Contemporary Accounting Research
"Volume 10,Issue 2",Fact and Theory in Accounting History: Presentmindedness and Capital Market Research,Version of Record online: 20 APR 2010,,GARY JOHN PREVITS,ROBERT BRICKER,,Case Western Reserve University,,Case Western Reserve University,,Contemporary Accounting Research
"Volume 10,Issue 2",Foreign Currency Accounting Policy: The Impact of Asset Specificity,Version of Record online: 20 APR 2010,,JAYNE M. GODFREY,,,The University of Melbourne,,,,Contemporary Accounting Research
"Volume 10,Issue 2",Commercial Lenders' Use of Accounting Information in Interaction with Source Credibility,Version of Record online: 20 APR 2010,,PHILIP R. BEAULIEU,,,University of Calgary,,,,Contemporary Accounting Research
"Volume 10,Issue 2",Voluntary Interim Disclosure by Early 20th Century NYSE Industrials,Version of Record online: 20 APR 2010,,KUMAR SIVAKUMAR,GREGORY WAYMIRE,,Emory University,,Emory University,,Contemporary Accounting Research
"Volume 10,Issue 2",Market Microstructure: An Examination of the Effects on Intraday Event Studies,Version of Record online: 20 APR 2010,,BELINDA MUCKLOW,,,University of Wisconsin,,,,Contemporary Accounting Research
"Volume 10,Issue 2",Motivating Truthful Subordinate Reporting: An Experimental Investigation in a Two-Subordinate Context,Version of Record online: 20 APR 2010,,CHEE W. CHOW,MARK K. HIRST,MICHAEL D. SHIELDS,San Diego State University,The University of Memphis,Australian Graduate School of Management,,Contemporary Accounting Research
"Volume 10,Issue 2",Discussion of “Motivating Truthful Subordinate Reporting: An Experimental Investigation in a Two-Subordinate Context”,Version of Record online: 20 APR 2010,,WILLIAM S. WALLER,,,University of Arizona,,,,Contemporary Accounting Research
"Volume 10,Issue 2",An Experimental Investigation of Increased Professional Education Requirements,Version of Record online: 20 APR 2010,,NICHOLAS DOPUCH,RONALD R. KING,DAN A. SIMUNIC,Washington University,University of British Columbia,Washington University,,Contemporary Accounting Research
"Volume 10,Issue 2",The Effects of Secondary School Accounting Education on University Accounting Performance—A Canadian Experience,Version of Record online: 20 APR 2010,,BERNADETTE LYNN,MOHAMED SHEHATA,LINDA WHITE,McMaster University,McMaster University,McMaster University,,Contemporary Accounting Research
"Volume 10,Issue 2",The Effect of Corporate Merger Transactions on the Information Content of Earnings Announcements,Version of Record online: 20 APR 2010,,MARK A. TROMBLEY,,,University of Arizona,,,,Contemporary Accounting Research
"Volume 10,Issue 2",Utilisation par les prêteurs commerciaux de l'information comptable en interaction avec la crédibilité de la source,Version of Record online: 20 APR 2010,,PHILIP R. BEAULIEU,,,Université de Calgary,,,,Contemporary Accounting Research
volume_issue,article_name,publication_year,author4,author1,author2,author3,institute1,institute3,institute2,institute4,journal_name
"Volume 10,Issue S1",Summaries of the Four Papers,Version of Record online: 20 APR 2010,,,,,,,,,Contemporary Accounting Research
"Volume 10,Issue S1",Le cadre universitaire de la formation en comptabilité au Canada,Version of Record online: 20 APR 2010,,LOIS DEANE ETHERINGTON,ALAN J. RICHARDSON,,Simon Fraser University,,Queen's University,,Contemporary Accounting Research
"Volume 10,Issue S1",The University Context of Accounting Education in Canada,Version of Record online: 20 APR 2010,,LOIS DEANE ETHERINGTON,ALAN J. RICHARDSON,,Simon Fraser University,,Queen's University,,Contemporary Accounting Research
volume_issue,article_name,publication_year,author4,author1,author2,author3,institute1,institute3,institute2,institute4,journal_name
"Volume 10,Issue S1",Contenu et présentation des cours de comptabilité au Canada,Version of Record online: 20 APR 2010,,WILLIAM R. SCOTT,PETER TIESSEN,,University of Waterloo,,University of Alberta,,Contemporary Accounting Research
"Volume 10,Issue S1",Les pressions institutionnelles sur la formation en comptabilité dans les universités au Canada,Version of Record online: 20 APR 2010,,LOIS DEANE ETHERINGTON,ALAN J. RICHARDSON,,Simon Fraser University,,Queen's University,,Contemporary Accounting Research
"Volume 10,Issue S1",A Descriptive Profile of Intermediate Accounting Students,Version of Record online: 20 APR 2010,,ANNE FORTIN,JOEL H. AMERNIC,,Université du Québec à Montréal,,University of Toronto,,Contemporary Accounting Research
"Volume 10,Issue S1",Le corps professoral universitaire au Canada,Version of Record online: 20 APR 2010,,JEAN BÉDARD,COLIN DODDS,,Université Laval,,Saint Mary's University,,Contemporary Accounting Research
"Volume 10,Issue S1",Content and Delivery of Canadian Academic Accounting Courses,Version of Record online: 20 APR 2010,,WILLIAM R. SCOTT,PETER TIESSEN,,University of Waterloo,,University of Alberta,,Contemporary Accounting Research
"Volume 10,Issue S1",Expanding the Horizons of Research on Accounting Education,Version of Record online: 20 APR 2010,,DAVID J. COOPER,,,University of Alberta,,,,Contemporary Accounting Research
"Volume 10,Issue S1",What Does it Mean? What Next? Commentary on and Meta-Analysis of the CAAA Education Project,Version of Record online: 20 APR 2010,,DANIEL B. THORNTON,,,Queen's University,,,,Contemporary Accounting Research
"Volume 10,Issue S1",The University Accounting Professoriate in Canada,Version of Record online: 20 APR 2010,,JEAN BÉDARD,COLIN DODDS,,Université Laval,,Saint Mary's University,,Contemporary Accounting Research
"Volume 10,Issue S1",Profil descriptif des étudiants inscrits aux cours de comptabilité intermédiaire,Version of Record online: 20 APR 2010,,ANNE FORTIN,JOEL H. AMERNIC,,Université du Québec à Montréal,,University of Toronto,,Contemporary Accounting Research
"Volume 10,Issue S1",Institutional Pressures on University Accounting Education in Canada,Version of Record online: 20 APR 2010,,LOIS DEANE ETHERINGTON,ALAN J. RICHARDSON,,Simon Fraser University,,Queen's University,,Contemporary Accounting Research
volume_issue,article_name,publication_year,author4,author1,author2,author3,institute1,institute3,institute2,institute4,journal_name
"Volume 10,Issue S1",La recherche sur la formation en comptabilité: élargir l'horizon,Version of Record online: 20 APR 2010,,DAVID J. COOPER,,,University of Alberta,,,,Contemporary Accounting Research
"Volume 10,Issue S1",Quelle est la signification de tout cela? Et qu'arrivera-t-il ensuite? Projet de recherche de l'ACPC sur l'enseignement: observations et méta-analyse,Version of Record online: 20 APR 2010,,DANIEL B. THORNTON,,,Queen's University,,,,Contemporary Accounting Research
volume_issue,article_name,publication_year,author4,author1,author2,author3,institute1,institute3,institute2,institute4,journal_name
"Volume 11,Issue 1",Discussion of “A Comparison of the Stock Price Response to Earnings Disclosures in the United States and the United Kingdom”,Version of Record online: 20 APR 2010,,GARY K. MEEK,,,Oklahoma State University,,,,Contemporary Accounting Research
"Volume 11,Issue 1",Competition in the Market for Audit Services: The Effect of Supplier Concentration on Audit Fees,Version of Record online: 20 APR 2010,,TIM PEARSON,GREG TROMPETER,,West Virginia University,,Boston College,,Contemporary Accounting Research
"Volume 11,Issue 1",Accounting Choices of Issuers of Initial Public Offerings,Version of Record online: 20 APR 2010,,JOHN M. FRIEDLAN,,,York University,,,,Contemporary Accounting Research
"Volume 11,Issue 1",A Comparison of the Stock Price Response to Earnings Disclosures in the United States and the United Kingdom,Version of Record online: 20 APR 2010,,CAROL A. FROST,GRACE POWNALL,,Washington University (St. Louis),,Emory University,,Contemporary Accounting Research
"Volume 11,Issue 1",Publication System Biases Associated with the Statistical Testing Paradigm,Version of Record online: 20 APR 2010,,R. MURRAY LINDSAY,,,University of Saskatchewan,,,,Contemporary Accounting Research
"Volume 11,Issue 1",Game Theoretic Analysis of Discovery Sampling for Internal Fraud Control Auditing,Version of Record online: 20 APR 2010,,DAVID R. FINLEY,,,Simon Fraser University,,,,Contemporary Accounting Research
"Volume 11,Issue 1",Cross-Quarter Differences in Stock Price Responses to Earnings Announcements: Fourth-Quarter and Seasonality Influences,Version of Record online: 20 APR 2010,,GERALD L. SALAMON,THOMAS L. STOBER,,Indiana University,,Indiana University,,Contemporary Accounting Research
"Volume 11,Issue 1","An Archival Study of the Existence, Cause, and Discovery of Income-Affecting Financial Statement Misstatements",Version of Record online: 20 APR 2010,,GARY ENTWISTLE,DARYL LINDSAY,,University of Saskatchewan,,University of Saskatchewan,,Contemporary Accounting Research
"Volume 11,Issue 1",The Familiarity with and Perceived Quality of Accounting Journals: Views of Senior Accounting Faculty in Leading U.S. MBA Programs,Version of Record online: 20 APR 2010,,LAWRENCE D. BROWN,RONALD J. HUEFNER,,State University of New York at Buffalo,,"State University of New York, at Buffalo",,Contemporary Accounting Research
"Volume 11,Issue 1",Informativeness of Annual Reports for Firms in Financial Distress,Version of Record online: 20 APR 2010,,SUNG S. KWON,JOHN J. WILD,,Drexel University,,University of Wisconsin,,Contemporary Accounting Research
"Volume 11,Issue 1","A Profile of ,: Fall 1984—Spring 1994",Version of Record online: 20 APR 2010,,CARLA CARNAGHAN,JANE FLOWER-GYEPESI Managing Editor,MICHAEL GIBBINS Editor,University of Alberta,Contemporary Accounting Research,Contemporary Accounting Research,,Contemporary Accounting Research
"Volume 11,Issue 1",The Stock Market Reaction to the Reserve Quantity Disclosures of U.S. Oil and Gas Producers,Version of Record online: 20 APR 2010,,NASSER A. SPEAR,,,The University of Tasmania,,,,Contemporary Accounting Research
"Volume 11,Issue 1",The Voluntary Inclusion of Forecasts in the MD&A Section of Annual Reports,Version of Record online: 20 APR 2010,,PETER M. CLARKSON,JENNIFER L. KAO,GORDON D. RICHARDSON,Simon Fraser University,University of Waterloo,University of Waterloo,,Contemporary Accounting Research
"Volume 11,Issue 1",Auditor Sensitivity to Earnings Management,Version of Record online: 20 APR 2010,,D. ERIC HIRST,,,University of Texas at Austin,,,,Contemporary Accounting Research
"Volume 11,Issue 1",La présentation volontaire d'information à caractère prévisionnel dans le rapport de gestion intégré aux rapports annuels,Version of Record online: 20 APR 2010,,PETER M. CLARKSON,JENNIFER L. KAO,GORDON D. RICHARDSON,Simon Fraser University,University of Waterloo,University of Waterloo,,Contemporary Accounting Research
"Volume 11,Issue 1",Nonlinearity in the Returns-Earnings Relation: Tests of Alternative Specifications and Explanations,Version of Record online: 20 APR 2010,,SOMNATH DAS,BARUCH LEV,,University of California-Berkeley,,University of California-Berkeley,,Contemporary Accounting Research
"Volume 11,Issue 1",Should Taxpayers Be Subsidized to Hire Third-Party Preparers? A Game-Theoretic Analysis,Version of Record online: 20 APR 2010,,NAHUM D. MELUMAD,MARK A. WOLFSON,AMIR ZIV,Columbia University,Columbia University,Stanford University,,Contemporary Accounting Research
"Volume 11,Issue 1",International Accounting: A Quest for Research,Version of Record online: 20 APR 2010,,HAIM FALK,,,Rutgers University,,,,Contemporary Accounting Research
"Volume 11,Issue 1",International Accounting Standards for Line-of-Business Reporting and Oligopoly Competition,Version of Record online: 20 APR 2010,,FRANK GIGLER,JOHN HUGHES,JUDY RAYBURN,University of Chicago,University of Minnesota,Duke University,,Contemporary Accounting Research
"Volume 11,Issue 1",Disclosure Rules and R&D Spending Revisited,Version of Record online: 20 APR 2010,,JOHN S. HUGHES,JENNIFER L. KAO,,Duke University,,University of Waterloo,,Contemporary Accounting Research
"Volume 11,Issue 1","Researching for Accounting Precedents: Learning, Efficiency, and Effectiveness",Version of Record online: 20 APR 2010,,STEVEN SALTERIO,,,University of Alberta,,,,Contemporary Accounting Research
"Volume 11,Issue 1",A Multiperiod Model and Experimental Evidence of Independence and “Lowballing”,Version of Record online: 20 APR 2010,,JEFFREY W. SCHATZBERG,GALEN R. SEVCIK,,University of Arizona,,University of Arizona,,Contemporary Accounting Research
"Volume 11,Issue 1",Modèle à périodes multiples et conclusions empiriques relatives à l'objectivité et à la pratique du ≪ leurre-prix ≫,Version of Record online: 20 APR 2010,,JEFFREY W. SCHATZBERG,GALEN R. SEVCIK,,University of Arizona,,University of Arizona,,Contemporary Accounting Research
"Volume 11,Issue 1",Were Lobbyists on Income Tax Accounting Influenced by Income Strategies?,Version of Record online: 20 APR 2010,,NOEL ADDY,EDWARD P. SWANSON,,Mississippi State University,,Texas A&M University,,Contemporary Accounting Research
"Volume 11,Issue 1",Discussion of “The Voluntary Inclusion of Forecasts in the MD&A Section of Annual Reports”,Version of Record online: 20 APR 2010,,WENDY ROTENBERG,,,University of Toronto,,,,Contemporary Accounting Research
"Volume 11,Issue 1","Discussion of “Researching for Accounting Precedents: Learning, Efficiency, and Effectiveness”",Version of Record online: 20 APR 2010,,JEAN BÉDARD,,,Université Laval,,,,Contemporary Accounting Research
volume_issue,article_name,publication_year,author4,author1,author2,author3,institute1,institute3,institute2,institute4,journal_name
"Volume 11,Issue 2","Disclosure Policy, Information Asymmetry, and Liquidity in Equity Markets",Version of Record online: 20 APR 2010,,MICHAEL WELKER,,,University of Saskatchewan,,,,Contemporary Accounting Research
"Volume 11,Issue 2",Disclosure of Predecision Information in a Duopoly,Version of Record online: 20 APR 2010,,MANDIRA ROY SANKAR,,,University of Southern California,,,,Contemporary Accounting Research
"Volume 11,Issue 2",Valuation and Clean Surplus Accounting for Operating and Financial Activities,Version of Record online: 20 APR 2010,,GERALD A. FELTHAM,JAMES A. OHLSON,,University of British Columbia,,Columbia University,,Contemporary Accounting Research
"Volume 11,Issue 2",A Tutorial on the Ohlson and Feltham/Ohlson Models: Answers to Some Frequently Asked Questions,Version of Record online: 20 APR 2010,,RUSSELL J. LUNDHOLM,,,University of Michigan,,,,Contemporary Accounting Research
"Volume 11,Issue 2",The Feltham-Ohlson Framework: Implications for Empiricists,Version of Record online: 20 APR 2010,,VICTOR L. BERNARD,,,University of Michigan,,,,Contemporary Accounting Research
"Volume 11,Issue 2",The Impact of an Auditor's Initial Hypothesis on Subsequent Performance at Identifying Actual Errors,Version of Record online: 20 APR 2010,,VICKY B. HEIMAN-HOFFMAN,DONALD V. MOSER,JERRY A. JOSEPH,University of Pittsburgh,Indiana University of Pennsylvania,University of Pittsburgh,,Contemporary Accounting Research
"Volume 11,Issue 2","Earnings, Book Values, and Dividends in Equity Valuation",Version of Record online: 20 APR 2010,,JAMES A. OHLSON,,,Columbia University,,,,Contemporary Accounting Research
"Volume 11,Issue 2",L'incidence de l'hypothèse initiale du vérificateur sur la performance subséquente dans le diagnostic des erreurs véritables,Version of Record online: 20 APR 2010,,VICKY B. HEIMAN-HOFFMAN,DONALD V. MOSER,JERRY A. JOSEPH,University of Pittsburgh,Indiana University of Pennsylvania,University of Pittsburgh,,Contemporary Accounting Research
"Volume 11,Issue 2",Discussion of “Disclosure of Predecision Information in a Duopoly”,Version of Record online: 20 APR 2010,,MASAKO N. DARROUGH,,,"University of California, Davis",,,,Contemporary Accounting Research
"Volume 11,Issue 2",Evidence from Archival Data on the Relation Between Security Analysts' Forecast Errors and Prior Forecast Revisions,Version of Record online: 20 APR 2010,,JOHN A. ELLIOT,DONNA R. PHILBRICK,CHRISTINE I. WIEDMAN,Cornell University,College of William and Mary,Portland State University,,Contemporary Accounting Research
"Volume 11,Issue 2",Evolving Financial Reporting Practices: A Comparative Study of the Nordic Countries' Harmonization Efforts,Version of Record online: 20 APR 2010,,NORVALD MONSEN,WANDA A. WALLACE,,Norwegian School of Economics and Business Administration,,College of William and Mary,,Contemporary Accounting Research
"Volume 11,Issue 2",Convexity of Valuation Accuracy Function: Empirical Evidence for the Canadian Economy,Version of Record online: 20 APR 2010,,KARIM JAMAL,SHYAM SUNDER,,University of Alberta,,Carnegie Mellon University,,Contemporary Accounting Research
"Volume 11,Issue 2",Rent-Seeking and U.S. Corporate Income Tax Laws,Version of Record online: 20 APR 2010,,GLENN S. FREED,CHARLES W. SWENSON,,"California State University, Los Angeles",,University of Southern California,,Contemporary Accounting Research
"Volume 11,Issue 2",Moral Hazard in Repeated Professional Partnerships,Version of Record online: 20 APR 2010,,V.G. NARAYANAN,,,Stanford University,,,,Contemporary Accounting Research
"Volume 11,Issue 2",Capital Market Experience for Financial Accounting Students,Version of Record online: 20 APR 2010,KEVIN MCCABE,JOYCE BERG,JOHN DICKHAUT,JOHN HUGHES,University of Iowa,Duke University,University of Minnesota,University of Minnesota,Contemporary Accounting Research
volume_issue,article_name,publication_year,author4,author1,author2,author3,institute1,institute3,institute2,institute4,journal_name
"Volume 12,Issue 1",Relative versus Incremental Information Content,Version of Record online: 20 APR 2010,,GARY C. BIDDLE,GIM S. SEOW,ANDREW F. SIEGEL,University of Washington,University of Washington,University of Connecticut,,Contemporary Accounting Research
"Volume 12,Issue 1","Context-Dependence of Auditors' Interpretations of the , Probability Expressions",Version of Record online: 20 APR 2010,,TAREK AMER,KARL HACKENBRACK,MARK NELSON,Northern Arizona University,Cornell University,University of Florida,,Contemporary Accounting Research
"Volume 12,Issue 1",Detecting Framing Effects in Financial Statements,Version of Record online: 20 APR 2010,,KARIM JAMAL,PAUL E. JOHNSON,R. GLEN BERRYMAN,University of Alberta,University of Minnesota,University of Minnesota,,Contemporary Accounting Research
"Volume 12,Issue 1",Determinants of the Returns-Earnings Correlation,Version of Record online: 20 APR 2010,,PERVIN K. SHROFF,,,The Ohio State University,,,,Contemporary Accounting Research
"Volume 12,Issue 1",The Effect of Investment Banking Relationships on Financial Analysts' Earnings Forecasts and Investment Recommendations,Version of Record online: 20 APR 2010,,AMITABH DUGAR,SIVA NATHAN,,Northeastern University,,Georgia State University,,Contemporary Accounting Research
"Volume 12,Issue 1",Relationship Between Level of Formal Reasoning and Students' Performance in Accounting Examinations,Version of Record online: 20 APR 2010,,STUART H. JONES,RONALD A. DAVIDSON,,The University of Calgary,,Simon Fraser University,,Contemporary Accounting Research
"Volume 12,Issue 1",La détection des effets de mise en scène dans les états financiers,Version of Record online: 20 APR 2010,,Karim Jamal,Paul E. Johnson,R. Glen Berryman,University of Alberta,University of Minnesota,University of Minnesota,,Contemporary Accounting Research
"Volume 12,Issue 1",Further Evidence on Nontrading-Period Information Release,Version of Record online: 20 APR 2010,,STEPHEN P. BAGINSKI,JOHN M. HASSELL,DONALD PAGACH,The Florida State University,North Carolina State University,The University of Texas at Arlington,,Contemporary Accounting Research
"Volume 12,Issue 1",Alternative Income Determination Rules and Earnings Usefulness: The Case of R&D Costs,Version of Record online: 20 APR 2010,,MARTHA L. LOUDDER,BRUCE K. BEHN,,Texas A&M University,,The University of Tennessee,,Contemporary Accounting Research
"Volume 12,Issue 1",Interrelation Among Events of Default,Version of Record online: 20 APR 2010,,MESSOD D. BENEISH,ERIC PRESS,,University of Michigan and Duke University,,Temple University,,Contemporary Accounting Research
volume_issue,article_name,publication_year,author4,author1,author2,author3,institute1,institute3,institute2,institute4,journal_name
"Volume 12,Issue 1",Determinants of the Returns-Earnings Correlation,Version of Record online: 20 APR 2010,,PERVIN K. SHROFF,,,The Ohio State University,,,,Contemporary Accounting Research
"Volume 12,Issue 1",La détection des effets de mise en scène dans les états financiers,Version of Record online: 20 APR 2010,,Karim Jamal,Paul E. Johnson,R. Glen Berryman,University of Alberta,University of Minnesota,University of Minnesota,,Contemporary Accounting Research
"Volume 12,Issue 1","Context-Dependence of Auditors' Interpretations of the , Probability Expressions",Version of Record online: 20 APR 2010,,TAREK AMER,KARL HACKENBRACK,MARK NELSON,Northern Arizona University,Cornell University,University of Florida,,Contemporary Accounting Research
"Volume 12,Issue 1",The Effect of Investment Banking Relationships on Financial Analysts' Earnings Forecasts and Investment Recommendations,Version of Record online: 20 APR 2010,,AMITABH DUGAR,SIVA NATHAN,,Northeastern University,,Georgia State University,,Contemporary Accounting Research
"Volume 12,Issue 1",Detecting Framing Effects in Financial Statements,Version of Record online: 20 APR 2010,,KARIM JAMAL,PAUL E. JOHNSON,R. GLEN BERRYMAN,University of Alberta,University of Minnesota,University of Minnesota,,Contemporary Accounting Research
"Volume 12,Issue 1",Interrelation Among Events of Default,Version of Record online: 20 APR 2010,,MESSOD D. BENEISH,ERIC PRESS,,University of Michigan and Duke University,,Temple University,,Contemporary Accounting Research
"Volume 12,Issue 1",Alternative Income Determination Rules and Earnings Usefulness: The Case of R&D Costs,Version of Record online: 20 APR 2010,,MARTHA L. LOUDDER,BRUCE K. BEHN,,Texas A&M University,,The University of Tennessee,,Contemporary Accounting Research
"Volume 12,Issue 1",Relative versus Incremental Information Content,Version of Record online: 20 APR 2010,,GARY C. BIDDLE,GIM S. SEOW,ANDREW F. SIEGEL,University of Washington,University of Washington,University of Connecticut,,Contemporary Accounting Research
